,종목명,진행상황,시장구분,종목코드,업종,대표자,기업구분,본점소재지,홈페이지,대표전화,최대주주,매출액,법인세비용차감전계속사업이익,순이익,자본금,총공모주식수,액면가,상장공모,희망공모가액,청약경쟁률,확정공모가,공모금액,주간사,주식수,청약한도,공모청약일,우리사주조합,우리사주조합 청약증거금율,기관투자자등,기관투자자 최고한도,일반투자자 청약증거금율,기관경쟁률,의무보유확약
754,휴젤,신규상장,코스닥,145020,생물학적 제제 제조업,문경엽,중소일반,강원도 춘천시 신북읍 신북로 61-20,www.hugel.co.kr,02-3442-3898,-,"23,269 (백만원)","12,439 (백만원)","10,758 (백만원)","1,642 (백만원)","360,000 주",500 원,"신주모집 : 360,000 주 (100%)","190,000 ~ 210,000 원",91.63:1,"150,000 원","54,000 (백만원)","한국투자증권,대우증권,하나금융투자","72,000 주","1,800 주",2015.12.15 ~  2015.12.16,"30,150 주  (8.4%)",100%,"257,850 주 (71.6%)",- 주,50%,6.7:1,8.61%
755,코디엠,신규상장,코스닥,224060,특수 목적용 기계 제조업,"이우석, 김태혁",중소일반,충청남도 천안시 서북구 백석공단2길 62,www.kodi-m.com,041-620-9000,코디에스 57%,"38,105 (백만원)","2,197 (백만원)","1,914 (백만원)","1,896 (백만원)","1,000,000 주",500 원,"신주모집 : 1,000,000 주 (100%)","4,700 ~ 5,800 원",599.99:1,"4,700 원","4,700 (백만원)",미래에셋증권,"200,000 주","10,000 주",2015.12.15 ~  2015.12.16,"50,000  주  (5%)",100%,"750,000 주 (75%)",- 주,50%,39.79:1,2.51%
756,대신밸런스스팩2호,신규상장,코스닥,232140,금융지원 서비스업,성효국,중소일반,서울특별시 영등포구 국제금융로8길 16,,,-,- (백만원),0 (백만원),- (백만원),"1,062 (백만원)","10,000,000 주",100 원,"신주모집 : 10,000,000 주 (100%)","2,000 ~ 2,000 원",0.03:1,"2,000 원","20,000 (백만원)",대신증권,"2,000,000 주","200,000 주",2015.12.15 ~  2015.12.16,주,100%,"8,000,000 주 (80%)",- 주,100%,,0.00%
757,이에스브이,신규상장,코스닥,223310,소프트웨어 개발 및 공급업,이종수,중소일반,"경기 성남시 분당구 판교로 255, E동 1002호 (삼평동,판교이노밸리)",www.esv.co.kr,070-7860-9660,-,"32,746 (백만원)","2,343 (백만원)","2,239 (백만원)","3,313 (백만원)","1,580,000 주",500 원,"신주모집 : 1,580,000 주 (100%)","13,000 ~ 15,000 원",558.9:1,"10,000 원","15,800 (백만원)",NH투자증권,"316,000 주","12,600 주",2015.12.15 ~  2015.12.16,"93,300 주  (5.91%)",100%,"1,170,700 주 (74.09%)",- 주,50%,23.29:1,2.38%
758,한국맥널티,신규상장,코스닥,222980,커피 가공업,이은정,중소일반,충청남도 천안시 서북구 성환읍 연암율금로 42,www.mcnultykorea.co.kr,031-946-1383,-,"19,421 (백만원)","6,609 (백만원)","5,340 (백만원)","2,487 (백만원)","1,250,000 주",500 원,"신주모집 : 1,250,000 주 (100%)","10,500 ~ 11,500 원",479.79:1,"8,000 원","10,000 (백만원)",키움증권,"250,000 주","25,000 주",2015.12.14 ~  2015.12.15,"62,500 주  (5%)",100%,"937,500 주 (75%)",- 주,50%,60.5:1,0.20%
759,아진산업,신규상장,코스닥,013310,자동차부품 제조업,서중호,중소일반,경상북도 경산시 진량읍 공단4로 171,www.wamc.co.kr,053-856-9100,우신산업 47%,"134,258 (백만원)","19,517 (백만원)","15,665 (백만원)","6,299 (백만원)","4,500,000 주",500 원,"신주모집 : 4,500,000 주 (100%)","6,500 ~ 7,500 원",0.47:1,"6,500 원","29,250 (백만원)",미래에셋증권,"900,000 주","45,000 주",2015.12.14 ~  2015.12.15,"418,840 주  (9.3%)",100%,"4,081,160 주 (90.7%)",- 주,50%,11.61:1,8.70%
760,덱스터,신규상장,코스닥,206560,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업",김용화,중소일반,경기도 파주시 회동길 78,www.dexterstudios.com,031-8076-4830,-,"18,665 (백만원)",375 (백만원),"2,862 (백만원)","5,353 (백만원)","2,141,664 주",500 원,"신주모집 : 2,141,664 주 (100%)","11,000 ~ 14,000 원",500.76:1,"14,000 원","29,983 (백만원)",NH투자증권,"428,334 주","16,000 주",2015.12.14 ~  2015.12.15,"214,166 주  (10%)",100%,"1,499,164 주 (70%)",- 주,50%,255.31:1,33.10%
761,메가엠디,신규상장,코스닥,133750,일반 교습 학원,임수아,중소일반,서울특별시 서초구 효령로 321,www.megamd.co.kr,02-3489-8396,-,"61,775 (백만원)","7,867 (백만원)","5,146 (백만원)","10,200 (백만원)","5,372,464 주",500 원,"신주모집 : 5,372,464 주 (100%)","3,600 ~ 4,600 원",280.82:1,"3,000 원","16,117 (백만원)",NH투자증권,"1,074,493 주","42,960 주",2015.12.10 ~  2015.12.11,"1,074,492 주  (20%)",100%,"3,223,479 주 (60%)",- 주,50%,16.67:1,7.50%
762,씨트리,신규상장,코스닥,047920,"물리, 화학 및 생물학 연구개발업",김완주,중소일반,경기도 남양주시 일패동 778-1 (472-930),www.c-tri.co.kr,031-557-0001,대화제약 16%,"17,164 (백만원)",126 (백만원),305 (백만원),"3,511 (백만원)","1,200,000 주",500 원,"신주모집 : 1,200,000 주 (100%)","8,300 ~ 10,200 원",199.96:1,"6,500 원","7,800 (백만원)",신한금융투자,"240,000 주","24,000 주",2015.12.10 ~  2015.12.11,"120,000 주  (10%)",100%,"840,000 주 (20%)",- 주,50%,4.7:1,0.60%
763,강스템바이오텍,신규상장,코스닥,217730,자연과학 및 공학 연구개발업,강경선,중소일반,서울특별시 관악구 관악로 1 서울대학교 제82동 생명공학연구동 2층,www.kangstem.com,02-888-1590,-,208 (백만원),"-3,717 (백만원)","-3,714 (백만원)","6,908 (백만원)","2,000,000 주",500 원,"신주모집 : 2,000,000 주 (100%)","8,000 ~ 10,000 원",40.92:1,"6,000 원","12,000 (백만원)",키움증권,"400,000 주","40,000 주",2015.12.10 ~  2015.12.11,"60,000 주  (3%)",100%,"1,540,000 주 (77%)",- 주,50%,11.35:1,0.00%
764,동부스팩4호,신규상장,코스닥,230490,기타 금융업,방경환,중소일반,서울특별시 영등포구 국제금융로8길 32 동부증권,,,-,- (백만원),0 (백만원),- (백만원),530 (백만원),"5,000,000 주",100 원,"신주모집 : 5,000,000 주 (100%)","2,000 ~ 2,000 원",0.7:1,"2,000 원","10,000 (백만원)",동부증권,"1,000,000 주","100,000 주",2015.12.09 ~  2015.12.10,주,100%,"4,000,000 주 (80%)",- 주,100%,,0.00%
765,파크시스템스,신규상장,코스닥,140860,물질 검사·측정 및 분석기구 제조업,박상일,중소일반,(443-270) 경기 수원시 영통구 이의동 906-10 나노소자특화팹센터 4층,www.parkafm.co.kr,031-546-6800,-,"15,293 (백만원)",-749 (백만원),-717 (백만원),"3,215 (백만원)","1,000,000 주",500 원,"신주모집 : 1,000,000 주 (100%)","9,000 ~ 11,000 원",7.55:1,"9,000 원","9,000 (백만원)",케이비투자증권,"200,000 주","20,000 주",2015.12.09 ~  2015.12.10,"50,000 주  (5%)",100%,"750,000 주 (75%)",- 주,50%,50.29:1,57.30%
766,보광산업,신규상장,코스닥,225530,토사석 광업,박병윤,중소일반,대구광역시 북구 유통단지로3길 40,www.bokwangindustry.co.kr,053-384-0881,-,"31,521 (백만원)","4,485 (백만원)","3,930 (백만원)","5,745 (백만원)","3,000,000 주",500 원,"신주모집 : 3,000,000 주 (100%)","6,000 ~ 7,000 원",172.98:1,"4,000 원","12,000 (백만원)",하나금융투자,"600,000 주","44,000 주",2015.12.09 ~  2015.12.10,"400,000 주  (13.33%)",100%,"2,000,000 주 (66.67%)",- 주,50%,15.47 : 1,0.00%
767,예스티,신규상장,코스닥,122640,특수 목적용 기계 제조업,장동복,중소일반,경기도 평택시 진위면 삼남로 654,www.yest.co.kr,031-612-3333,-,"40,423 (백만원)",686 (백만원),670 (백만원),"2,163 (백만원)","1,075,000 주",500 원,"신주모집 : 1,075,000 주 (100%)","14,500 ~ 18,500 원",9.8:1,"14,500 원","15,588 (백만원)",NH투자증권,"215,000 주","8,600 주",2015.12.08 ~  2015.12.09,"107,500 주  (10%)",100%,"752,500 주 (70%)",- 주,50%,32.90:1,73.30%
768,하나금융스팩7호,신규상장,코스닥,230240,금융지원 서비스업,홍충희,중소일반,서울특별시 영등포구 의사당대로 82,www.hfrnet.com,,-,- (백만원),0 (백만원),- (백만원),800 (백만원),"7,000,000 주",100 원,"신주모집 : 7,000,000 주 (100%)","2,000 ~ 2,000 원",0.86:1,"2,000 원","14,000 (백만원)",하나금융투자,"1,400,000 주","140,000 주",2015.12.07 ~  2015.12.08,주,100%,"5,600,000 주 (80%)",- 주,100%,,0.00%
769,뉴트리바이오텍,신규상장,코스닥,222040,건강기능식품 제조업,권진혁,중소일반,"서울특별시 강남구 논현로71길 10, 3층",www.nutribiotech.co.kr,02-3474-8527,코스맥스비티아이 47%,"45,409 (백만원)","2,895 (백만원)","2,388 (백만원)","5,157 (백만원)","2,080,000 주",500 원,"신주모집 : 2,080,000 주 (100%)","21,000 ~ 24,000 원",2.38:1,"21,000 원","43,680 (백만원)",동부증권,"416,000 주","30,000 주",2015.12.07 ~  2015.12.08,"322,400 주  (15.5%)",100%,"1,341,600 주 (64.5%)",- 주,50%,93.92:1,28.32%
770,멕아이씨에스,신규상장,코스닥,058110,의료용 기기 제조업,김종철,중소일반,경기도 파주시 상지석길 21,www.mek-ics.com,070-7119-2500,-,"8,547 (백만원)",-237 (백만원),-32 (백만원),"2,680 (백만원)","550,000 주",500 원,"신주모집 : 550,000 주 (100%)","7,500 ~ 9,000 원",174.29:1,"4,500 원","2,475 (백만원)",키움증권,"110,000 주","10,000 주",2015.12.03 ~  2015.12.04,"110,000 주  (20%)",100%,"330,000 주 (60%)",- 주,50%,3.77:1,0.00%
771,엔에스,신규상장,코스닥,217820,축전지 제조업,이세용,중소일반,충청북도 청주시 청원구 오창읍 양청송대길 221,www.cns2.com,043-218-7056,-,"20,780 (백만원)","1,940 (백만원)","1,614 (백만원)","2,450 (백만원)","992,985 주",500 원,"신주모집 : 992,985 주 (100%)","6,300 ~ 7,200 원",29.5:1,"8,000 원","7,944 (백만원)",케이비투자증권,"198,597 주","19,000 주",2015.11.24 ~  2015.11.25,"119,158 주  (12%)",100%,"675,230 주 (68%)",- 주,50%,179.61:1,21.42%
772,세진중공업,신규상장,거래소,075580,선박 및 보트 건조업,이의열,중소일반,울산광역시 울주군 온산읍 당월로 216-18,www.sejinheavy.com,052-231-8039,-,"567,935 (백만원)","21,747 (백만원)","17,912 (백만원)","19,141 (백만원)","5,729,850 주",500 원,"신주모집 : 5,729,850 주 (100%)","3,500 ~ 3,900 원",2.29:1,"3,500 원","20,054 (백만원)","대우증권,신한금융투자","1,145,970 주","38,000 주",2015.11.19 ~  2015.11.20,"1,145,970 주  (20%)",100%,"3,437,910 주 (60%)",- 주,50%,8.89:1,26.50%
773,미래테크놀로지,신규상장,코스닥,213090,소프트웨어 개발 및 공급업,정균태,중소일반,서울특별시 구로구 디지털로27길 36,,02-830-4474,다우데이타 47%,"17,388 (백만원)","4,872 (백만원)","3,897 (백만원)","2,000 (백만원)","1,500,000 주",500 원,"신주모집 : 1,500,000 주 (100%)","14,300 ~ 16,100 원",1.50:1,"16,100 원","24,150 (백만원)",현대증권,"300,000 주","15,000 주",2015.11.19 ~  2015.11.20,"150,000 주  (10%)",100%,"1,050,000 주 (70%)",- 주,50%,117.30:1,5.70%
774,하이즈항공,신규상장,코스닥,221840,"항공기,우주선 및 부품 제조업",하상헌,중소일반,경상남도 사천시 사남면 공단5로 24,www.hizeaero.com,055-853-8800,-,"31,291 (백만원)","3,903 (백만원)","3,109 (백만원)","8,723 (백만원)","4,375,000 주",500 원,"신주모집 : 4,375,000 주 (100%)","23,000 ~ 26,000 원",3.08:1,"18,000 원","78,750 (백만원)",케이비투자증권,"875,000 주","85,000 주",2015.11.12 ~  2015.11.13,"600,000 주  (13.71%)",100%,"2,900,000 주 (66.29%)",- 주,50%,47.27:1,0.89%
775,엠지메드,신규상장,코스닥,180400,기타 과학기술 서비스업,강호영,중소일반,"서울특별시 금천구 디지털로 173, 엘리시아 1003호",www.cancerrop.com,02-890-8700,마크로젠 36%,"4,691 (백만원)",225 (백만원),208 (백만원),"1,037 (백만원)","350,000 주",500 원,"신주모집 : 350,000 주 (100%)","33,000 ~ 40,000 원",1350.05:1,"40,000 원","14,000 (백만원)",신한금융투자,"70,000 주","7,000 주",2015.11.11 ~  2015.11.12,"35,000 주  (10%)",100%,"245,000 주 (70%)",- 주,50%,715.39:1,14.86%
776,리드,신규상장,코스닥,197210,반도체 제조용 기계 제조업체,임종렬,중소일반,경기도 화성시 향남읍 발안공단로4길 118(구문천리),www.leed1.com,031-324-0200,-,"40,483 (백만원)","1,791 (백만원)","2,004 (백만원)","2,310 (백만원)","781,580 주",500 원,"신주모집 : 781,580 주 (100%)","4,500 ~ 5,100 원",45.64:1,"5,100 원","3,986 (백만원)",대우증권,"156,316 주","7,500 주",2015.11.11 ~  2015.11.12,"78,158 주  (10%)",100%,"547,106 주 (70%)",- 주,50%,42.89:1,7.00%
777,케이디켐,신규상장,코스닥,221980,기타 화학제품 제조업,민남규,중소일반,충청북도 보은군 보은읍 매화구인로 345,www.kdchem.co.kr,031-493-6882,-,"43,295 (백만원)","5,456 (백만원)","4,401 (백만원)","2,017 (백만원)","1,160,000 주",500 원,"신주모집 : 1,160,000 주 (100%)","14,700 ~ 17,800 원",5.46:1,"16,000 원","18,560 (백만원)",대신증권,"232,000 주","23,000 주",2015.11.10 ~  2015.11.11,주,100%,"928,000 주 (80%)",- 주,50%,66.20:1,3.00%
778,매직마이크로,신규상장,코스닥,127160,기타 전자부품 제조업,양경철,중소일반,경기도 안산시 단원구 신원로133번길 15,magicmicro.co.kr,031-362-6410,-,"53,279 (백만원)","3,590 (백만원)","3,413 (백만원)","3,111 (백만원)","1,600,000 주",500 원,"신주모집 : 1,600,000 주 (100%)","5,200 ~ 6,400 원",36.57:1,"5,500 원","8,800 (백만원)",미래에셋증권,"320,000 주","16,000 주",2015.11.10 ~  2015.11.11,주,100%,"1,280,000 주 (80%)",- 주,50%,75.03:1,1.33%
779,네오오토,신규상장,코스닥,212560,자동차 부품 제조업,김홍직,중소일반,서울특별시 중구 세종대로21길 49,www.neooto.kr,02-732-2871,-,"108,776 (백만원)","8,357 (백만원)","6,831 (백만원)","2,625 (백만원)","1,549,514 주",500 원,"신주모집 : 1,549,514 주 (100%)","11,400 ~ 12,800 원",34.44:1,"12,000 원","18,594 (백만원)",신영증권,"309,903 주","30,000 주",2015.11.09 ~  2015.11.10,"187,427 주  (12.1%)",100%,"1,052,184 주 (67.9%)",- 주,50%,113.08:1,3.54%
780,골든브릿지스팩4호,신규상장,코스닥,227950,금융지원 서비스업,박재형,중소일반,"서울특별시 서대문구 충정로 50 골든브릿지빌딩, 5층(충정로3가, 골든브릿지빌딩)",www.e-micro.co.kr,,-,- (백만원),0 (백만원),- (백만원),755 (백만원),"6,250,000 주",100 원,"신주모집 : 6,250,000 주 (100%)","2,000 ~ 2,000 원",5.07:1,"2,000 원","12,500 (백만원)",골든브릿지투자증권,"1,250,000 주","120,000 주",2015.11.09 ~  2015.11.10,주,100%,"5,000,000 주 (80%)",- 주,100%,,0.00%
781,케어젠,신규상장,코스닥,214370,화장품 제조업,정용지,중소일반,(431-848) 경기 안양시 동안구 호계1동 1027-22,www.caregen.co.kr,031-420-9200,-,"28,584 (백만원)","17,757 (백만원)","14,155 (백만원)","5,355 (백만원)","1,620,000 주",500 원,"신주모집 : 1,620,000 주 (100%)","80,000 ~ 90,000 원",263.19:1,"110,000 원","178,200 (백만원)",현대증권,"324,000 주","6,000 주",2015.11.04 ~  2015.11.05,"16,200 주  (1%)",100%,"1,279,800 주 (79%)",- 주,50%,833.46 : 1,62.00%
782,아이진,신규상장,코스닥,185490,연구및개발업,유원일,중소일반,서울특별시 강서구 양천로 401 강서한강자이타워 B동 910호,www.eyegene.co.kr,02-322-1687,-,"27,546 (백만원)","-2,926 (백만원)","-2,926 (백만원)","4,235 (백만원)","1,485,257 주",500 원,"신주모집 : 1,485,257 주 (100%)","12,000 ~ 13,500 원",267.72:1,"13,500 원","20,051 (백만원)",NH투자증권,"297,052 주","11,800 주",2015.11.04 ~  2015.11.05,"222,788 주  (15%)",100%,"965,417 주 (65%)",- 주,50%,408.1:1,7.50%
783,나무가,신규상장,코스닥,190510,기타 주변기기 제조업,서정화,중소일반,경기 성남시 중원구 상대원동 190-1 SKn테크노파크 비즈센터 709,www.namuga.co.kr,031-776-0120,-,"218,331 (백만원)","2,423 (백만원)","1,822 (백만원)","1,462 (백만원)","878,000 주",500 원,"신주모집 : 878,000 주 (100%)","32,000 ~ 37,000 원",0.91:1,"37,000 원","32,486 (백만원)",교보증권,"175,600 주","17,560 주",2015.11.03 ~  2015.11.04,"87,800 주  (10%)",100%,"614,600 주 (70%)",- 주,50%,108.34:1,3.62%
784,금호에이치티,신규상장,거래소,214330,자동차 부품 제조업,조석래,중소일반,광주광역시 광산구 용아로 717,www.kumhoht.co.kr,062-958-2700,금호전기 82%,"175,222 (백만원)","16,722 (백만원)","13,520 (백만원)","4,600 (백만원)","4,495,950 주",500 원,"신주모집 : 4,495,950 주 (100%)","12,700 ~ 15,700 원",32.87:1,"10,000 원","44,960 (백만원)",NH투자증권,"899,190 주","35,600 주",2015.11.02 ~  2015.11.03,"899,190 주  (20%)",100%,"2,697,570 주 (60%)",- 주,50%,46.05:1,8.00%
785,유앤아이,신규상장,코스닥,056090,정형외과용 및 신체보정용 기기 제조업,구자교,중소일반,경기도 의정부시 용현동 529-1,www.youic.com,031-852-0102,-,"15,639 (백만원)","1,575 (백만원)","1,553 (백만원)","3,768 (백만원)","1,500,000 주",500 원,"신주모집 : 1,500,000 주 (100%)","25,000 ~ 30,000 원",638.25:1,"30,000 원","45,000 (백만원)",키움증권,"300,000 주","30,000 주",2015.11.02 ~  2015.11.03,"75,000 주  (5%)",100%,"1,125,000 주 (75%)",- 주,50%,377.40:1,4.00%
786,제주항공,신규상장,거래소,089590,항공 운송업,"안용찬,최규남",중소일반,제주 제주시 연동 301-7 현일센츄럴파크뷰 303호,www.jejuair.net,064-746-7003,에이케이홀딩스 68%,"510,636 (백만원)","32,007 (백만원)","32,007 (백만원)","129,533 (백만원)","5,500,000 주","5,000 원","신주모집 : 5,500,000 주 (100%)","23,000 ~ 28,000 원",448.5:1,"30,000 원","165,000 (백만원)",NH투자증권,"1,100,000 주","28,000 주",2015.10.28 ~  2015.10.29,"1,100,000  주  (20%)",100%,"3,300,000 주 (60%)",- 주,50%,378.67:1,77.99%
787,에이치엠씨스팩3호,신규상장,코스닥,226340,기타 금융업,백종권,중소일반,서울특별시 영등포구 국제금융로2길 32,www.bonne.co.kr,,-,- (백만원),0 (백만원),- (백만원),650 (백만원),"6,000,000 주",100 원,"신주모집 : 6,000,000 주 (100%)","2,000 ~ 2,000 원",34.40:1,"2,000 원","12,000 (백만원)",HMC투자증권,"1,200,000 주","120,000 주",2015.10.27 ~  2015.10.28,주,100%,"4,800,000 주 (80%)",- 주,100%,,0.00%
788,더블유게임즈,신규상장,코스닥,192080,온라인·모바일 게임 소프트웨어 개발 및 공급업,김가람,중소일반,서울시 강남구 역삼동 723-18,www.doubleugames.com,02-563-2961,-,"71,257 (백만원)","31,090 (백만원)","27,908 (백만원)","8,544 (백만원)","4,272,450 주",500 원,"신주모집 : 4,272,450 주 (100%)","51,000 ~ 61,000 원",241.18:1,"65,000 원","277,709 (백만원)","한국투자증권,대우증권","854,490 주","17,000 주",2015.10.26 ~  2015.10.27,주,100%,"3,417,960 주 (80%)",- 주,50%,413.82:1,14.66%
